url,price,type,available_from,payment_method,size_sqm,has_maid,is_studio,bedrooms_count,bathrooms_count,governorate,city
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-taj-city-7836776.html,8000000.0,Apartment,2025-08-31,Cash,119.0,No,No,2.0,2.0,Cairo,New Cairo City
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-stone-residence-7773989.html,5400000.0,Apartment,2025-08-19,Cash,145.0,No,No,3.0,3.0,Cairo,New Cairo City
https://www.propertyfinder.eg/en/plp/buy/ivilla-for-sale-giza-6-october-city-6-october-compounds-mountain-view-icity-october-7851504.html,18000000.0,iVilla,2025-09-02,Installments,270.0,Yes,No,3.0,3.0,Giza,6 October City
https://www.propertyfinder.eg/en/plp/buy/duplex-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-crescent-walk-7853933.html,32294000.0,Duplex,2025-09-02,Cash,216.0,Yes,No,4.0,3.0,Cairo,New Cairo City
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-giza-hay-el-haram-faisal-el-mariouteya-al-lebeny-axis-7681289.html,1350000.0,Apartment,2025-08-04,Cash,140.0,No,No,3.0,2.0,Giza,Hay El Haram
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-north-coast-qesm-marsa-matrouh-hacienda-heneish-7852689.html,39000000.0,Villa,2025-08-31,Cash,280.0,Yes,No,4.0,5.0,North Coast,Qesm Marsa Matrouh
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-stone-residence-7854996.html,9100000.0,Apartment,2025-09-02,Cash,140.0,Yes,No,2.0,2.0,Cairo,New Cairo City
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-shorouk-city-el-shorouk-compounds-al-burouj-compound-7851876.html,9509280.0,Apartment,2025-09-02,Installments,197.0,No,No,3.0,2.0,Cairo,Shorouk City
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-mostakbal-city-future-city-mostakbal-city-compounds-park-central-7836756.html,12800000.0,Apartment,2025-07-10,Cash,121.0,No,No,2.0,2.0,Cairo,Mostakbal City - Future City
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-red-sea-hurghada-hurghada-resorts-1st-avenue-north-side-7832865.html,7821000.0,Apartment,2025-08-29,Cash,158.0,No,No,2.0,1.0,Red Sea,Hurghada
https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-sidi-abdel-rahman-zoya-7817628.html,8970000.0,Chalet,2025-08-26,Cash,145.0,No,No,3.0,1.0,North Coast,Sidi Abdel Rahman
https://www.propertyfinder.eg/en/plp/buy/penthouse-for-sale-north-coast-ras-al-hekma-cali-coast-7854647.html,10000000.0,Penthouse,2025-09-02,Installments,86.0,Yes,No,2.0,2.0,North Coast,Ras Al Hekma
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-heliopolis-new-heliopolis-compounds-talala-7813918.html,5200000.0,Apartment,2025-08-26,Cash,124.0,No,No,3.0,2.0,Cairo,New Heliopolis
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-giza-6-october-city-6-october-compounds-badya-palm-hills-7816805.html,4400000.0,Apartment,2025-08-26,Cash,176.0,Yes,No,4.0,4.0,Giza,6 October City
https://www.propertyfinder.eg/en/plp/buy/townhouse-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-hyde-park-7836386.html,27600000.0,Townhouse,2025-08-30,Cash,215.0,No,No,4.0,4.0,Cairo,New Cairo City
https://www.propertyfinder.eg/en/plp/buy/hotel-apartment-for-sale-north-coast-qesm-marsa-matrouh-silver-sands-7840981.html,30000000.0,Hotel Apartment,2025-08-31,Installments,134.0,No,No,2.0,2.0,North Coast,Qesm Marsa Matrouh
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-cairo-noor-city-7813612.html,27000000.0,Villa,2025-08-26,Installments,292.0,Yes,No,3.0,5.0,Cairo,Noor City
https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-ras-al-hekma-ogami-7844508.html,23000000.0,Chalet,2025-08-30,Installments,198.0,Yes,No,3.0,4.0,North Coast,Ras Al Hekma
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-capital-city-new-capital-compounds-celia-7050218.html,6087000.0,Apartment,,Installments,87.0,No,No,2.0,1.0,Cairo,New Capital City
https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-south-sainai-ras-sedr-riviera-beach-7320109.html,4893000.0,Chalet,2025-05-24,Cash,120.0,No,No,2.0,2.0,South Sainai,Ras Sedr
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-giza-6-october-city-south-dahshur-link-palm-parks-palm-hills-7847183.html,8555000.0,Apartment,2025-09-01,Installments,89.0,No,No,2.0,2.0,Giza,6 October City
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-red-sea-hurghada-hurghada-resorts-magawish-resort-7853059.html,4018000.0,Apartment,2026-09-02,Cash,98.0,No,No,3.0,1.0,Red Sea,Hurghada
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-giza-sheikh-zayed-city-sheikh-zayed-compounds-la-colina-7776637.html,5850000.0,Apartment,2025-08-19,Installments,187.0,Yes,No,3.0,3.0,Giza,Sheikh Zayed City
https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-sidi-abdel-rahman-telal-alamein-7716143.html,15000000.0,Chalet,2025-08-10,Cash,125.0,No,No,3.0,3.0,North Coast,Sidi Abdel Rahman
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-madinaty-7723196.html,1800000.0,Apartment,2025-08-11,Installments,107.0,No,No,3.0,2.0,Cairo,Madinaty
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-capital-city-new-capital-compounds-ion-7848708.html,5500000.0,Apartment,2025-09-01,Installments,128.0,Yes,No,2.0,2.0,Cairo,New Capital City
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-giza-sheikh-zayed-city-sheikh-zayed-compounds-al-rabwa-7684525.html,3640000.0,Apartment,2025-08-04,Installments,190.0,Yes,No,3.0,3.0,Giza,Sheikh Zayed City
https://www.propertyfinder.eg/en/plp/buy/penthouse-for-sale-red-sea-hurghada-makadi-makadi-orascom-resort-7792419.html,7538000.0,Penthouse,2025-08-21,Cash,92.0,Yes,No,2.0,2.0,Red Sea,Hurghada
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-red-sea-hurghada-hurghada-resorts-the-grand-resort-7720136.html,3510000.0,Apartment,2025-08-10,Installments,90.0,No,No,2.0,1.0,Red Sea,Hurghada
https://www.propertyfinder.eg/en/plp/buy/townhouse-for-sale-north-coast-qesm-ad-dabaah-lvls-by-mountain-view-7838128.html,8207808.0,Townhouse,2025-08-31,Cash,145.0,Yes,No,3.0,3.0,North Coast,Qesm Ad Dabaah
https://www.propertyfinder.eg/en/plp/buy/duplex-for-sale-red-sea-hurghada-safaga-soma-bay-wadi-jebal-7854008.html,15637920.0,Duplex,2025-09-02,Cash,169.0,No,No,3.0,3.0,Red Sea,Hurghada
https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-al-alamein-downtown-7840354.html,6021000.0,Chalet,,Cash,150.0,Yes,No,2.0,3.0,North Coast,Al Alamein
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-capital-city-r7-lumia-residence-7836707.html,7442000.0,Apartment,2025-08-31,Cash,190.0,No,No,3.0,3.0,Cairo,New Capital City
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-giza-6-october-city-6-october-compounds-mountain-view-icity-october-7851505.html,17000000.0,Apartment,2025-09-02,Installments,160.0,Yes,No,3.0,3.0,Giza,6 October City
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-red-sea-hurghada-safaga-soma-bay-mesca-7840878.html,19000000.0,Villa,2025-08-31,Installments,150.0,Yes,No,2.0,3.0,Red Sea,Hurghada
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-taj-city-7837609.html,3255000.0,Apartment,2025-08-31,Installments,58.0,No,Yes,1.0,1.0,Cairo,New Cairo City
https://www.propertyfinder.eg/en/plp/buy/penthouse-for-sale-giza-6-october-city-fayoum-desert-road-sun-capital-7684005.html,12497000.0,Penthouse,2025-08-04,Cash,188.0,No,No,3.0,3.0,Giza,6 October City
https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-qesm-marsa-matrouh-marsa-baghush-7853983.html,8000000.0,Chalet,2025-09-02,Installments,82.0,No,No,1.0,2.0,North Coast,Qesm Marsa Matrouh
https://www.propertyfinder.eg/en/plp/buy/townhouse-for-sale-giza-6-october-city-hadayek-october-rock-eden-7818351.html,3000000.0,Townhouse,2025-08-26,Cash,539.0,Yes,No,5.0,5.0,Giza,6 October City
https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-red-sea-hurghada-safaga-soma-bay-mesca-7840323.html,8000000.0,Chalet,2025-08-30,Cash,72.0,Yes,No,1.0,1.0,Red Sea,Hurghada
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-north-coast-al-alamein-latin-district-7829372.html,8562000.0,Apartment,2025-08-28,Cash,126.0,No,No,2.0,2.0,North Coast,Al Alamein
https://www.propertyfinder.eg/en/plp/buy/penthouse-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-swan-lake-residence-7846090.html,41581731.0,Penthouse,2025-09-01,Installments,339.0,Yes,No,4.0,4.0,Cairo,New Cairo City
https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-ras-al-hekma-safia-7851053.html,10500000.0,Chalet,2025-07-17,Cash,105.0,No,No,2.0,2.0,North Coast,Ras Al Hekma
https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-ras-al-hekma-cali-coast-7841040.html,11130000.0,Chalet,2025-08-31,Cash,135.0,Yes,No,3.0,3.0,North Coast,Ras Al Hekma
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-mostakbal-city-compounds-sarai-7853531.html,4600000.0,Apartment,2025-09-02,Installments,148.0,No,No,3.0,2.0,Cairo,Mostakbal City - Future City
https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-ras-al-hekma-azha-north-7853998.html,12500000.0,Chalet,2025-08-31,Installments,155.0,Yes,No,3.0,3.0,North Coast,Ras Al Hekma
https://www.propertyfinder.eg/en/plp/buy/townhouse-for-sale-north-coast-ras-al-hekma-mountain-view-7847237.html,21000000.0,Townhouse,2025-09-01,Cash,155.0,Yes,No,3.0,3.0,North Coast,Ras Al Hekma
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-bait-alwatan-7784558.html,3100000.0,Apartment,2025-08-20,Cash,124.0,No,No,2.0,3.0,Cairo,New Cairo City
https://www.propertyfinder.eg/en/plp/buy/whole-building-for-sale-north-coast-qesm-marsa-matrouh-silver-sands-7854568.html,110000000.0,Whole Building,2025-09-02,Cash,730.0,Yes,No,7.0,7.0,North Coast,Qesm Marsa Matrouh
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-ivoire-east-7835342.html,8300000.0,Apartment,2025-08-30,Installments,99.0,Yes,No,2.0,2.0,Cairo,New Cairo City
https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-red-sea-hurghada-safaga-soma-bay-arc-of-soma-7840264.html,10000000.0,Chalet,2025-08-31,Cash,85.0,Yes,No,1.0,2.0,Red Sea,Hurghada
https://www.propertyfinder.eg/en/plp/buy/townhouse-for-sale-cairo-new-cairo-city-saada-compound-7698191.html,30000000.0,Townhouse,2025-08-06,Cash,285.0,Yes,No,3.0,3.0,Cairo,New Cairo City
https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-ras-al-hekma-koun-7739942.html,6414240.0,Chalet,2025-08-11,Installments,58.0,No,No,1.0,1.0,North Coast,Ras Al Hekma
https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-qesm-ad-dabaah-d-bay-7848127.html,9000000.0,Chalet,2025-09-01,Cash,100.0,Yes,No,2.0,3.0,North Coast,Qesm Ad Dabaah
https://www.propertyfinder.eg/en/plp/buy/hotel-apartment-for-sale-cairo-hay-masr-el-kadima-athar-el-nabi-reve-du-nil-7791139.html,24000000.0,Hotel Apartment,2025-08-21,Cash,82.0,No,No,2.0,1.0,Cairo,Hay Masr El Kadima
https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-ras-al-hekma-salt-7849343.html,4500000.0,Chalet,2025-09-01,Installments,100.0,No,No,2.0,2.0,North Coast,Ras Al Hekma
https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-qesm-ad-dabaah-hacienda-waters-7730160.html,11870000.0,Chalet,2025-08-12,Cash,90.0,Yes,No,2.0,2.0,North Coast,Qesm Ad Dabaah
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-mountain-view-icity-7828241.html,16000000.0,Apartment,2025-08-28,Cash,140.0,Yes,No,2.0,2.0,Cairo,New Cairo City
https://www.propertyfinder.eg/en/plp/buy/duplex-for-sale-cairo-new-cairo-city-the-5th-settlement-mostakbal-city-compounds-sarai-7808945.html,7000000.0,Duplex,2025-08-25,Cash,205.0,Yes,No,4.0,3.0,Cairo,Mostakbal City - Future City
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-el-katameya-el-katameya-compounds-the-brooks-7846233.html,5553000.0,Apartment,2025-09-01,Installments,126.0,No,No,2.0,2.0,Cairo,New Cairo City
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-madinaty-7802630.html,4850000.0,Apartment,2025-08-24,Installments,65.0,No,No,1.0,1.0,Cairo,Madinaty
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-sharqia-10th-of-ramadan-city-7850877.html,1500000.0,Apartment,2025-05-03,Cash,160.0,No,No,3.0,2.0,Sharqia,10th of Ramadan City
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-giza-6-october-city-6-october-compounds-badya-palm-hills-7839345.html,6000000.0,Apartment,2025-08-31,Installments,80.0,Yes,No,1.0,2.0,Giza,6 October City
https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-qesm-marsa-matrouh-almaza-bay-7840001.html,24000000.0,Chalet,2025-08-30,Installments,175.0,Yes,No,3.0,4.0,North Coast,Qesm Marsa Matrouh
https://www.propertyfinder.eg/en/plp/buy/hotel-apartment-for-sale-red-sea-hurghada-hurghada-resorts-atalantis-7837411.html,2256000.0,Hotel Apartment,2025-08-31,Cash,47.0,No,Yes,1.0,1.0,Red Sea,Hurghada
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-mivida-7844749.html,23000000.0,Apartment,2025-08-31,Installments,195.0,No,No,3.0,3.0,Cairo,New Cairo City
https://www.propertyfinder.eg/en/plp/buy/duplex-for-sale-suez-al-ain-al-sokhna-il-monte-galala-7830506.html,30122000.0,Duplex,2025-08-28,Cash,225.0,No,No,3.0,2.0,Suez,Al Ain Al Sokhna
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-red-sea-hurghada-hurghada-resorts-atalantis-7849303.html,2461000.0,Apartment,2025-09-01,Cash,46.0,No,Yes,1.0,1.0,Red Sea,Hurghada
https://www.propertyfinder.eg/en/plp/buy/penthouse-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-el-patio-oro-7846941.html,12090000.0,Penthouse,2025-09-01,Cash,195.0,Yes,No,3.0,3.0,Cairo,New Cairo City
https://www.propertyfinder.eg/en/plp/buy/duplex-for-sale-giza-sheikh-zayed-city-new-zayed-city-karmell-7847909.html,18000000.0,Duplex,2025-09-01,Installments,179.0,Yes,No,4.0,4.0,Giza,Sheikh Zayed City
https://www.propertyfinder.eg/en/plp/buy/twin-house-for-sale-red-sea-hurghada-al-gouna-mangroovy-residence-7847546.html,14700000.0,Twin House,2025-09-01,Cash,170.0,Yes,No,3.0,4.0,Red Sea,Hurghada
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-red-sea-hurghada-safaga-soma-bay-arc-of-soma-7846826.html,24000000.0,Villa,2025-09-01,Installments,400.0,No,No,4.0,4.0,Red Sea,Hurghada
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-red-sea-hurghada-al-gouna-nines-7847844.html,40520000.0,Villa,2025-09-01,Cash,850.0,Yes,No,4.0,4.0,Red Sea,Hurghada
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-red-sea-hurghada-safaga-soma-bay-mesca-7838396.html,22000000.0,Villa,2025-08-28,Cash,187.0,Yes,No,4.0,4.0,Red Sea,Hurghada
https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-ras-al-hekma-youd-7854572.html,7400000.0,Chalet,2025-09-02,Cash,110.0,Yes,No,2.0,2.0,North Coast,Ras Al Hekma
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-the-icon-residence-7185092.html,5400000.0,Apartment,2025-08-25,Cash,115.0,No,No,2.0,2.0,Cairo,New Cairo City
https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-ras-al-hekma-azha-north-7840770.html,13000000.0,Chalet,2025-08-31,Cash,107.0,Yes,No,2.0,3.0,North Coast,Ras Al Hekma
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-solay-7853835.html,13100000.0,Villa,2025-09-02,Installments,126.0,Yes,No,3.0,2.0,Cairo,New Cairo City
https://www.propertyfinder.eg/en/plp/buy/twin-house-for-sale-north-coast-ras-al-hekma-salt-7852404.html,18500000.0,Twin House,2025-09-02,Cash,160.0,Yes,No,3.0,3.0,North Coast,Ras Al Hekma
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-giza-sheikh-zayed-city-new-zayed-city-westview-residence-7838035.html,6500000.0,Apartment,2025-08-31,Cash,100.0,Yes,No,2.0,1.0,Giza,Sheikh Zayed City
https://www.propertyfinder.eg/en/plp/buy/twin-house-for-sale-red-sea-hurghada-safaga-soma-bay-7825326.html,20900000.0,Twin House,2025-08-27,Installments,200.0,Yes,No,3.0,3.0,Red Sea,Hurghada
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-giza-6-october-city-26th-of-july-corridor-cleopatra-square-7786796.html,5600000.0,Apartment,2025-08-20,Cash,193.0,No,No,3.0,3.0,Giza,6 October City
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-red-sea-hurghada-al-gouna-white-villas-7853113.html,110000000.0,Villa,2025-09-02,Installments,400.0,Yes,No,5.0,5.0,Red Sea,Hurghada
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-giza-6-october-city-fayoum-desert-road-sun-capital-7821704.html,12850000.0,Villa,2025-08-27,Cash,539.0,Yes,No,5.0,5.0,Giza,6 October City
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-red-sea-hurghada-sahl-hasheesh-cala-7787956.html,8841752.0,Apartment,2025-08-21,Installments,142.0,No,No,1.0,1.0,Red Sea,Hurghada
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-red-sea-hurghada-magawish-7773115.html,2998600.0,Apartment,2025-08-19,Installments,58.0,No,Yes,1.0,1.0,Red Sea,Hurghada
https://www.propertyfinder.eg/en/plp/buy/townhouse-for-sale-giza-sheikh-zayed-city-new-zayed-city-rivers-7849328.html,13800000.0,Townhouse,2025-09-01,Installments,180.0,Yes,No,3.0,4.0,Giza,Sheikh Zayed City
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-north-coast-ras-al-hekma-ogami-7840019.html,32000000.0,Villa,2025-08-31,Installments,200.0,Yes,No,3.0,3.0,North Coast,Ras Al Hekma
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-south-investors-area-galleria-moon-valley-7854974.html,14400000.0,Apartment,2025-09-02,Installments,131.0,Yes,No,2.0,2.0,Cairo,New Cairo City
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-giza-6-october-city-6-october-compounds-mountain-view-icity-october-7854841.html,8200000.0,Apartment,2025-09-02,Cash,150.0,Yes,No,3.0,3.0,Giza,6 October City
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-red-sea-hurghada-safaga-soma-bay-mesca-7847826.html,10400000.0,Apartment,2025-09-01,Cash,82.0,Yes,No,2.0,1.0,Red Sea,Hurghada
https://www.propertyfinder.eg/en/plp/buy/twin-house-for-sale-north-coast-qesm-marsa-matrouh-fouka-bay-7841370.html,24300000.0,Twin House,2025-09-01,Cash,209.0,Yes,No,4.0,4.0,North Coast,Qesm Marsa Matrouh
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-giza-6-october-city-6-october-compounds-mountain-view-icity-october-7846107.html,8000000.0,Apartment,2025-09-01,Installments,120.0,Yes,No,2.0,2.0,Giza,6 October City
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-promenade-new-cairo-7565999.html,7500000.0,Apartment,2025-07-13,Installments,225.0,No,No,3.0,2.0,Cairo,New Cairo City
https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-qesm-ad-dabaah-ramla-lakeside-7844622.html,14000000.0,Chalet,2025-09-01,Cash,145.0,Yes,No,2.0,2.0,North Coast,Qesm Ad Dabaah
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-bait-alwatan-7836695.html,5950000.0,Apartment,2025-08-31,Cash,170.0,No,No,3.0,3.0,Cairo,New Cairo City
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-giza-sheikh-zayed-city-new-zayed-city-mar-ville-7845398.html,12051000.0,Apartment,2025-09-01,Installments,136.0,No,No,2.0,2.0,Giza,Sheikh Zayed City
https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-suez-al-ain-al-sokhna-il-monte-galala-7730479.html,7230000.0,Chalet,2025-08-12,Cash,94.0,Yes,No,3.0,3.0,Suez,Al Ain Al Sokhna
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-red-sea-hurghada-el-kawther-district-7743115.html,5500000.0,Apartment,2025-08-13,Cash,131.0,No,No,3.0,2.0,Red Sea,Hurghada
https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-qesm-marsa-matrouh-fouka-bay-7790302.html,8228000.0,Chalet,2025-08-21,Cash,80.0,No,No,2.0,2.0,North Coast,Qesm Marsa Matrouh
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-red-sea-hurghada-el-hadaba-district-7842242.html,3345741.0,Apartment,2025-08-30,Cash,69.0,No,Yes,1.0,1.0,Red Sea,Hurghada
https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-ras-al-hekma-hacienda-west-7838419.html,16210000.0,Chalet,2025-08-28,Installments,176.0,Yes,No,3.0,3.0,North Coast,Ras Al Hekma
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-giza-6-october-city-6-october-compounds-o-west-7787948.html,4350000.0,Apartment,2025-08-20,Installments,160.0,No,No,3.0,2.0,Giza,6 October City
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-palm-hills-new-cairo-7843900.html,8385762.0,Apartment,2025-09-01,Installments,70.0,No,No,1.0,1.0,Cairo,New Cairo City
https://www.propertyfinder.eg/en/plp/buy/penthouse-for-sale-red-sea-hurghada-makadi-makadi-orascom-resort-7847495.html,11500000.0,Penthouse,2025-09-01,Cash,182.0,Yes,No,2.0,3.0,Red Sea,Hurghada
https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-ras-al-hekma-summer-7517017.html,11250000.0,Chalet,2025-07-04,Installments,114.0,Yes,No,2.0,2.0,North Coast,Ras Al Hekma
https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-ras-al-hekma-seashore-7781332.html,11000000.0,Chalet,2025-08-20,Cash,120.0,Yes,No,2.0,2.0,North Coast,Ras Al Hekma
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-giza-dokki-al-thawra-st-7799027.html,15000000.0,Apartment,2025-08-24,Cash,320.0,No,No,3.0,3.0,Giza,Dokki
https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-ras-al-hekma-al-masyaf-7851286.html,15500000.0,Chalet,2025-09-02,Installments,120.0,Yes,No,2.0,3.0,North Coast,Ras Al Hekma
https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-north-coast-ras-al-hekma-koun-7848301.html,28670000.0,Villa,2025-09-01,Installments,188.0,Yes,No,3.0,3.0,North Coast,Ras Al Hekma
https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-qesm-ad-dabaah-ramla-lakeside-7841275.html,16000000.0,Chalet,2025-08-31,Cash,128.0,Yes,No,2.0,2.0,North Coast,Qesm Ad Dabaah
https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-red-sea-hurghada-safaga-soma-bay-mesca-7847975.html,15000000.0,Chalet,2025-09-01,Installments,175.0,Yes,No,3.0,3.0,Red Sea,Hurghada
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-mostakbal-city-future-city-mostakbal-city-compounds-rosail-city-7838885.html,9400000.0,Apartment,2025-08-31,Installments,160.0,No,No,3.0,3.0,Cairo,Mostakbal City - Future City
https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-al-alamein-porto-marina-7775549.html,3600000.0,Chalet,2025-08-19,Installments,60.0,No,No,2.0,2.0,North Coast,Al Alamein
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-red-sea-hurghada-safaga-soma-bay-mesca-7846889.html,10000000.0,Apartment,2025-09-01,Installments,116.0,Yes,No,2.0,2.0,Red Sea,Hurghada
https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-ras-al-hekma-gaia-7838849.html,8348920.0,Chalet,2025-08-31,Installments,108.0,No,No,2.0,2.0,North Coast,Ras Al Hekma
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-bait-alwatan-7833064.html,2900000.0,Apartment,2025-08-29,Installments,145.0,Yes,No,3.0,2.0,Cairo,New Cairo City
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-lake-view-residence-7843832.html,9342500.0,Apartment,2025-06-01,Installments,143.0,No,No,2.0,2.0,Cairo,New Cairo City
https://www.propertyfinder.eg/en/plp/buy/twin-house-for-sale-suez-al-ain-al-sokhna-telal-al-sokhna-7828644.html,17500000.0,Twin House,2025-08-28,Cash,140.0,Yes,No,3.0,3.0,Suez,Al Ain Al Sokhna
https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-madinaty-7791506.html,2741000.0,Apartment,2025-08-20,Installments,65.0,No,Yes,1.0,1.0,Cairo,Madinaty
